naziv,opis,datum_od,stevilo,sifra_prizorisca
Solinarski praznik,neverjeten piran imeti piramida daven čas človek poseliti rtič strm spuščati morje morje pridobivati sol kmalu postati pomemben vir prihodek zato praviti mesto piran zrasel sol piran fat dejati sati kvaliteten okus grenek sol ponesti ime piran svet danes lahek pohvaliti vrhunski sol poznati uporabljati celina svet letošnji pridelek piramida trg martin krpan odnesti cesar dunati šavrinka dož benetek piranski sol lahek okusiti primerjati sol lastnoročen nabrati ščepec odnesti spomin pomemben sol posoja darovati zato spustiti plačilo kovanec kavedin program prodajen stojnica blag solinarski motiv domač izdelek umetnosten rokodelski obrt kulinaričen ponudba naraven ton sol trg vrečka sol obiskovalec brezplačen degustacija sol solinada solinarski rituati sreča predstavitev orodje pripomoček kavedin gaver solinarski grabelj karjol vagonček razstava fotografija solinarstvo solina pomorski muzej sergej mašer piran prost vstop predložitev zemljevid iskanje skrit zaklad pomorski muzej sergej mašer piran tartinijev hiša svetilnik mediad pyrhan benečanka piranski mesten obzidje cerkev zvonik jurij nastop pihalen orkestra piran solinarski zajtrk solinarski igreskupnost italijan tartin piran lov zakladskupnost italijan tartin piran prihod barka sol mandrača nastop folkloren skupina val piran premor lov zakladskupnost italijan tartin piran glasben nastop župnijski mešan pevski zbor georgios solinarski marend prihod martin krpan preveriti sol dober lahek odnesti cesar dunajtd blok prihod skupinev zgodovinski kostum ati tempo tartin skupnost italijan tartin piran degustacija malvazija prihod solinarski družineskupnost italijan tartin piran otvoritev praznik nagovor župan občina piran đenio zadković blagoslov sol piranski župnik zorka bajca nastop skupina mandolinistovserenateskupnost italijan tartin piran nastop folkloren skupina mandrača koper sprehod šavrinka piran primer slab vreme prireditev odpasti organizator občina piran avditorij portorožportorosa,2019-08-24 10:00:00,673,155016861224905
20. Tek na Grintovec - 2KM Vertikal,jubilejen tek grintovec razpis,2019-07-28 09:00:00,772,169908039741050
DEERHUNTER + Domen Don Holc @ Kino Šiška,eng deerhunter ključen bend sodoben indio rocka vodstvo provokativen pevec kitarist bradford cox končen prihajati slovenija nov plošča priznan založba januar izdan why has everything already disappeared žeti pohvala kritik nma pitchfork independent dati visok ocena excla visok skinny fen animati collectiva aga diiv več infa vstopnica prodaja splet prodajen mreža event predprodaja dan dogodek popust omejen število prijava kti newsletter prenesti kti app,2019-08-22 20:00:00,994,154287574875
Wild West Fest (On Fire) 2019,welcom wilda westi festi fir wilda westi festi fir country anda bbq festival biggesta american themed event slovenio after successfula first edition promis thati wilda westi festi fir will even bigger anda better ati sam tima country festival anda internationala bbq competition according rules kcbs will helda thera will worlda famous country danec anda bbq instructors top country bands westerna stalls equestrian games american cars excellent bbq offera besti slovenian smok hous catering anda last but nota least excellent slovenian craft beer all placa wilda westi festi fir velik ameriški obarvan dogodek slovenija uspešen izvedba obljubljati wilda westi festi fir velik dober sočasen odviti country festival mednaroden bbq tekmovanje pravilo kcbs svetoven znan plesen bbq inštruktor vrhunski country benda westerna stojnica konjeniški igra ameriški oldtimerje odličen bbq ponudba dober slovenski smok hous gostinec nenazadnje odlicen slovenski craft pivo mesto less,2019-08-09 17:00:00,5123,112105179484509
Izobčenke - premierno v Mali drami,premiera sezona mali drama avtorski projekt del rudij šeliga izobčenka režija mirjati medojević predpremieren uprizoriti letošnji drama festival ruditi šeliga velikanov slovenski dramatika drama doživel številen uprizoritev interpretacija ljubljanski drama nazadnje svatba režija jerneja lorencija šeligov opus drama obseg številen prozen del esejističen prispevek obravnavati družben gledališki vprašanje tokraten uprizoritev temelj izbran besedilo opus uporabljati vozlišče mreža plesti kolektiven spomin ustvarjalec pomemben čustvo želja hrepenjenje človek stoletje ostajati nespremenjen izobčenka pričati del lahek poimenovati dušen prostor prostor duša prostor rituati gledališki šeliga fascinirati magija gledališče uprizoritev dotik vidik magija nagovarjati najbolj ranljiv plat človek poškodovan nedolžen snov zveza instinktiven odziv svet pomisliti glede moški ženski obstajati homa ludens potem predstava človek priklicati površje izvabiti nedolžnost tam skrivati duša šeliga čas piš razkosati praviti lik ustvarjalen opus igrati tina vrbnjak nina ivanišina tamara avguština puntar kutina več uprizoritev premiera petek september mali drama ponovitev sobota september,2019-09-27 20:00:00,859,42516119637
LIVE Lapsus Band,torek ura akoy loungebar lapsus banda infa rezervacija miza fba akoy rezervacija miza potreben akoy natakar vplačati akontacija potem korist nakup pijača sam dogodek,2019-12-24 22:00:00,552,939380079427368
I feel Slovenia IRONMAN 70.3 Slovenian Istria,edition feel slovenio ironman slovenian istrio uniqu experienca for every triathlet challenging cours throug mediterranean old towns picturesqu villages anda natura with magnificent views foura beautifula coastal cities koper izola piran anda ankaran will host athletes anda their supporters offering unforgettabla attractions anda charms,2019-09-22 09:00:00,561,103779682994273
SAFE - Slovenian Acro FEstival 2019,abouti this year oura festival plan offera even thati previous years awesom teachers workshops anda acts for saturday show night top thati hav secreti supris lik all previous years will focus mostly acra but thera will alsa som workshops for arial silka slacklina anda resti cirkus skills teachers againa will bring worldwiti famous internationala acra teachers som already confirmed teachers ara veren lanen dion skovgaard jensen kasper moritz nielsen marietheres pallisa sattelkow fiammetti mario coll kiran swaminathati koottungati tilen vidovica aleša hren tanje urankar anda much anounceda program detailed program will anounceda abouti weeks befor but allready know thati will hav rounds ati least workshops per rounda thati participants participants will hav per rounda cas ara full peopel will offera per rounda will offera each rounda ati least beginner friendly anda super advanec friendly workshop sleeping offera beds rooms dorma nexti for super low prica can alsa com with camper tent option sadly nota availabla food this year ara colaborating with sit restaurantmenz they will prepara friday dinner saturday all meals anda sunday breakfast anda lunch they offered som nica prices thati can checka ati bott want teach lik last year offera teaching posibility will pay per teachra per workshop ifa want teach pleas send phota anda short description infa safefestivals dutch acra cona syst everybody pays festival ticket thati get backa for teaching prices basica festival ticket earlybird till august day ticket sleeping dorma breakfast lunch dinner apply vio this linka,2019-09-20 13:00:00,819,304980639604978
Južna ozvezdja: poetike neuvrščenih,južen ozvezdje poetika neuvrščen marec september gibanje neuvrščen nadnacionalen političen projekt koalicija majhen srednji velik država večina nekdanji kolonija država razvoj globalen jug svet ustanovljen let konferenca beograd gibanje predstavljati velik motnja zemljevid hladen vojen hkrati zahteva alternativen političen zavezništvo alternativen mondializacija več razstava sodelovati dan acostioae umetnosten paviljon slovenje gradec andrej hribernik katarina hergold germa sven augustijnen baba badal marí berríos jakob jakobsen godfried donkor galerija umetnost neuvrščen država josip broza tit center sodoben umetnost črn gora gorgon džakarta ostrina rob nada beroš ferenca gróf oliviera hadouch haidar iber hasanović iber hasanović sodelovanje ahmad adelian ahmad yaman fetyanij abdelkadeer itatahineji yordanos haiti amin hasan romati hasati ahmed shihab hammood oussati lahmaza masooma manaf zeinaba manaf siniša ilić kartografija mednaroden kulturen sodelovanje jugoslavija država razvoj tej merhar nae mohaiemen muzej afriški umetnost zbirka veda zdravek pečar emilio epštajna sladojević muzej jugoslavija jovan nedeljković muzej solidarnost salvador allenda santiaga danieti berger federica breg marí victorio martínez bandung beograd riks afiaty iramama sekarputa sidhiwati syaifula ardianta ponoven uvrščanje azijski bienati umetnost abhijan tota dubravek sekulić semsar siahaan svet grafik neuvrščen država mednaroden grafičen bienal ljubljana leto bojan piškura tej merhar mil turajlić katarina razstava del širok projekt nov mapiranje evropa newmappingsofeuropiti soﬁnancirati program evropski unija ustvarjalen evropa moderen galerija sodelovati muzej jugoslavija akademija likoven umetnost dunaj middlesbroug institut moderna arta razstava podpirati program evropski unija ustvarjalen evropa ministrstvo kultura republika slovenija mondriaan funda flemis authority danis arts foundation diraca romanian culturati institut kustosinji razstava bojan piškura southerna constellations poetics nonaligned march september nonaligned movement was transnationala politicati projecti coalition small anda middlesized stat mostly formera colonies anda developing countries globala south third worlda iti was formed yugoslavio ati belgrada summiti represented first major disruption cold worlda mapa questi for alternativa politicati alliancesa for alternativa mondialization participants dan acostioae arta pavilion slovenje gradec andrej hribernik katarina hergold germa sven augustijnen baba badal marí berríos jakob jakobsen cartography sfr yugoslavio internationala collaborations cultura with developing countries tej merhar godfried donkor bandung belgrada riks afiaty iramama sekarputa sidhiwati syaifula ardianta gallery arta nonaligned countries josip broza tit contemporary arta center montenegra gorgon jakarta cutting edga edga nada beroš ferenca gróf oliviera hadouch haidar iber hasanović iber hasanović collaboration with ahmada adelian ahmada yaman fetyan abdelkadeer itatahina yordanos haiti amin hasati romati hasati ahmed shihaba hammood oussa lahmaz masooma manaf zeinaba manaf siniša ilić nae mohaiemen museum african arta veda anda zdravka pеčаr collection emilio epštajna sladojević museum yugoslavio jovan nedeljković museum solidarity salvador allenda santiaga danieti berger federica breg marí victorio martínez realigning asian arta biennati abhijan tota dubravek sekulić semsar siahaan third worlda prints nonaligned countries ati internationala biennial exhibitions graphica arts ljubljana between anda bojan piškura tej merhar mil turajlić katarina zdjelar exhibition parta larger projecti new mappings europiti newmappingsofeuropiti cofunded creativa europiti programma european union anda including collaboration museum yugoslavio belgrada academy fin arts vienen anda middlesbroug institut moderna arta addition moderen galerija supported creativa europiti programma european union ministry cultura republica slovenio mondriaan funda flemis authority danis arts foundation diraca romanian culturati institut exhibition curated bojan piškura,2019-03-07 20:00:00,556,599177763430124
15.Obletnica G.u.B. / 15th Anniversary of G.u.B.,star vino dober veljati vedeti lahek sam presoditi hladen novemberski večer pomoč prijateljev nabrati čas obstoj zbrati klub gromek proslaviti obletnica obstoj skupina gužti bajta pripravljati preleti komad nastal različen obdobje delovanje nov material oder tokrat deliti trboveljski tup tup panker grabla dunajski uličar dealers choica zgodnji odhod koncert preprečiti dje skabin,2019-11-09 20:00:00,542,150439291789321
